<<<<<<< HEAD
Subj,Consent,Condition,Order,Know,Time,Summary,Lang,Age,Gender,Gender_TEXT,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,Education,SES,DO-BR-FL_16,DO-BR-FL_50
1,2,1,6,39.35,"Sue was told by Bob where to purchase an Italian newspaper.  He correctly informed her of a store, Newtopia, that sold the paper she was seeking.  In the second story, Bob gave her two stores that he thought sold the paper she is looking for.  He was wrong about one of them, it didn't even sell newspapers, let alone Italian ones.  But, he was accurate with the second one, Newtopia, as it carried the Italian paper she was looking for.",21,47,2,,,,,,1,,,3,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,1,33.652,"in the first story bob told sue she could buy an italian newspaper at newstopia, and in the 2nd he told her two different stores but only one store, newstopia actually had italian newspapers",21,36,1,,,,1,,,,,4,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,34.323,"The first story blatantly ponted out where to buy an italian newspaper, being the only option. The second story gave two options, with stores relativly close enough that it didnt put Sue out to check both of them out.",21,35,2,,,,,,1,,,4,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,22.721,"In the first story, Sue's friend, Bob, told her that she could get an Italian newspaper as the store Newstopia. He was correct in telling her that. In the second store, he told her that she could get an Italian newspaper in Newstopia and another store whose name I've already forgotten. Bob was still correct about Newstopia but wrong about the other store. Thus, he misinformed and misled Sue.",21,25,1,,,,,,1,,,3,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,4,17.789,"In one, Bob told her two different stores and was wrong about one. In the other, Bob said only one store and was right.",21,27,2,,,,,,1,,,5,5,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,18.162,"Bob was right about Newstopia in the first story, but not the other store in the second story, either way both stories came to the same conclusion, she got her italian newspaper.",21,36,1,,,1,,,,,,4,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,5,26.111,"During the first story, Bob told Sue exactly where to go to get an Italian newspaper and he was correct.  In the second part of the story, Bob gave two places where Sue could get an Italian newspaper and he was correct about only one of the places.  ",21,33,2,,,,,,1,,,8,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,39.507,"The second story included a store which was not mentioned in the first. The second store, Paperworld, did not sell newspapers whatsoever.",21,24,1,,,,,,1,,,2,10,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,36.506,"In the first story, Sue knows where to buy teh italian newpaper, and is correct about that. In the second story, Sue knows two places where to buy an italian newspaper, but is incorrect about one of the places",21,33,1,,,,,,1,,,5,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,5,23.334,"one had Bob being correct about where to buy an italian newspaper, the other had him still be right but also be completely wrong about another place to get it.",21,26,1,,,,,,1,,,2,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,4,310.348,"One story Bob tells Sue a store does sell Italian newspapers, which is true. Second story Bob tells Sue that two stores sell italians newspapers when only one of the stores actually does.",21,19,1,,,,1,,,,,4,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,18.982,"In one story, she was only given Newstopia as a choice, and it was correct. In the other she had Newstopia and PaperWorld, and PaperWorld didn't have that italian newspaper.",21,19,1,,,,,,1,,,4,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,2,24.054,"In the first story Sue was standing near one store that sells newspapers, in the second store Sue was standing between two stores that sell newspapers.",21,61,1,,,,,,1,,,3,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,1,20.705,The 2nd story introduced another store that did not sell Italian newspapers.,21,24,1,,,,,,1,,,5,5,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,58.667,"In the first story Sue was not sure about where to buy a news article, only having been informed by a local trustworthy guide named, Bob she often used. In the second story sue found out where to buy a news article after shopping at two separate stores, Bob the local guide whom she trusted had referred her to.",21,38,1,,,,,,1,,,4,3,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,1,20.315,"In the first scenario Bob was correct in telling Sue that Newstopia sells Italian newspapers.  However, in the second scenario Bob was mistaken in telling sue that Paperworld sold Italian newspapers when the in fact sell office supplies.",21,31,1,,,,,,1,,,6,5,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,3,2.19,sue was told she could buy an italian newspaper from newstopia from her friend Bob. in one case bob was right in the other he wasnt,21,21,1,,,1,,,,,,8,4,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,4,19.191,"The first scenario gave one correct option, while the second gave one correct option and one incorrect option.",21,22,2,,,,,,1,,,5,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,25.8,"The first story Sue has 1 place to buy a paper and they will have it.  In the second story, Sue has 2 options, 1 correct and 1 not correct, but she will still be able to buy the paper she wants.  She may have to go to 2 different stores to find it.",21,39,2,,,,,,1,,,5,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,2,26.889,"Sue's friend was wrong about one of the places in the second story, it did not actually sell newspapers.",21,25,1,,,,,,1,,,4,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,2,28.174,One bob was right the other he was wrong,21,20,1,,,,,,1,,,2,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,2,12.424,In one she knew where to buy a newspaper but in the other one she did not know.,21,20,1,,,,,,1,,,4,4,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,19.796,"In one story the information given was 100% correct, in the second it was only 50% correct, but she still got the information she needed.",21,24,2,,1,,,,,,,4,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,21.857,Bob was correct in one and wrong in the other. Also the nuber of stores was diffrent. ,21,24,1,,,,,,1,,,5,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,18.907, the second story had two options as to where Sue can get a paper versus the first story,21,39,1,,1,,1,,,,,6,4,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,22.667,"In one there was only one business mentioned, and the information about it was correct. In the other, there were 2 businesses, and the information about one was correct while the information about the other was not.",21,18,1,,,,,,1,,,4,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,149.879,"In the first story, he was accurate about where to buy an Italian newspaper. In the second story, he misinformed her about PaperWorld's ability to provide Italian newspapers.",21,28,1,,,,,,1,,,4,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,16.849,"One sold Italian newspapers, the other didn't.",21,31,2,,,,,,1,,,4,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,5,11.259,"the second story included paperworld, which did not sell newspapers of any kind",21,25,1,,,,1,,,,,5,5,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,21.389,"In the first, Bob listed one store where she could buy an Italian newspaper and was completely correct. In the second, he listed two and only one even sold newspapers.",21,18,1,,,,,,1,,,2,9,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,1,52.384,"In the first story, Sue knew where to buy the paper. Bob told her the exact store that sells the paper. In the second story, Bob told her of two stores that sell the paper. He was incorrect, and Sue was misinformed. She does not know the correct store that sells the paper.",21,35,2,,,,,,1,,,5,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,27.581,sue tried to trust bob in a foreign country,21,21,2,,,,,,1,,,4,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,5,6.493,Sue doesn't trust bob.,21,20,2,,,,1,,,,,4,9,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,3,35.651,In one story Bob was incorrect about one of his statements.,21,20,1,,,,,,1,,,4,4,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,26.627,"In the second story, PaperWorld was included, which Bob said sold Italian newspapers but actually doesn't",21,19,2,,,,,,1,,,4,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,5,68.916,"In the first story, Sue had no reason to doubt Bob's advice and indeed he was right.  In the second story, Sue had no reason to doubt Bob's advice but instead of one option to check out he gave her two options, and was right about one.  But in both stories Sue does learns where she can buy an Italian newspaper.",21,24,2,,,,,,1,,,5,8,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,7,16.466,"Bob tells his friend the complete right answer about finding newspaper in the first story, but makes a mistake in his normally always-right advice in the second story.",21,21,2,,,,,1,1,,,4,7,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,4,24.379,"In the first story, Bob gave Sue the correct information about the place to find the Italian Newspaper. In the second story Bob gave Sue a correct answer and an incorrect answer.",21,24,1,,,,,,1,,,5,6,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,6,37.366,"In the first story, Bob told Sue she could buy an Italian newspaper at one location, and was correct. In the second story, Bob told Sue she could buy an Italian newspaper at two locations, and he was correct about one of the locations.",21,30,1,,,,,,,,,5,10,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,1,4,15.54,The extra incorrect answer,21,30,1,,,,,,1,,,7,3,FL_50,Base Case - Where to|Mixed Case - Where to
1,2,2,3,32.003,"The first gave two stores, one of which did not contain the item Sue needed, and the second only gave one store, which did have what she needed.",21,27,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,3,49.624,in the first story sue realy does not know because she was misinformed and has a 50/50 shot in the second story she has a 100% shot,21,24,1,,,,,,1,,,4,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,7,36.808,One has the correct and incorrect answer bob gave her and one just has the correct answer on where to buy an Italian newspaper.,21,34,1,,,,,,1,,,4,6,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,25.837,Paperworld was not mentioned in the second one,21,25,2,,,,,,1,,,5,6,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,1,44.802,"In all honesty, I only saw one story. The first one, then the same question twice in a row.",21,30,1,,,1,,,,,,5,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,53.696,On place is a Paper Company and the other store sells newspapers,21,47,1,,,,,,1,,,4,6,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,45.269,"In the first story, Susan was told two places to buy the newspaper, one of which was incorrect. In the second, she was told one place where she could buy the paper.",21,36,2,,,,,,1,,,4,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,3,34.204,"In the first one, Bob give Sue information that is only partially correct about where she can by an Italian newspaper (he says both PaperWorld and Newstopia, but you cannot buy newspapers at the first store). In the second story, Bob give Sue information that is completely correct about where she can buy an Italian newspaper (at Newstopia).",21,25,2,,,,,,1,,,6,4,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,14.611,In the second one Bob didn't tell Sue she could buy an Italian newspaper at the place that doesn't sell them.,21,22,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,2,52.88,The first story talked about PaperWorld and diminished Bob's credibility.  This changed everything.,21,33,1,,,,,,,1,Mixed race,4,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,6,46.65,"Newstopia sold Italian newspapers, Paperworld sold office supplies.",21,19,1,,,,,,1,,,2,6,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,25.912,Bob was correct in the second scenario but only partially correct in the first scenario,21,20,1,,1,,,,,,,2,6,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,11.996,"In the first story, Bob gave Sue wrong information but in the second story, Sue believed Bob and Bob gave the right information.",21,37,1,,,,1,,,,,5,8,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,78.7,In the first story Bob was incorrect in telling Sue which stores carried an Italian newspaper. He said both stores carried it while only NewsTopia did. In the other story Bob was correct in both of his predictions,21,21,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,7,36.725,One sells stationery products while the other sells newspapers.,21,75,2,,,,,,1,,,2,9,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,2,22.742,In one of the scenarios bob was incorrect about what is sold in one of the stores,21,18,1,,,,,,1,,,4,4,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,1,38.774,"Newstopia had the paper on the second scenario, though she did not know which place(s) had the Italian newspaper from the intial point until she talked to Bob, even though Bob misinformed her about the first one",21,28,1,,,,,,1,,,4,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,1,41.267,"The first story mentions that Bob was wrong about PaperWorld selling newspaper while the second story does not mention it. Thus, leads the reader to assume Bob was right about both stores carrying newspaper.",21,26,1,,,,1,,,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,66.264,There were two stores in the first story and Bob was wrong about one of the stores selling newspapsers. The second story only had one store and it sold news papsers.,21,21,1,,,,,,1,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,35.307,"In the first story, Sue had a 50/50 chance of walking into a store that sold an Italian newspaper. In the second story, she had a 100% chance of buying an Italian newspaper.",21,35,1,,,,,,1,,,5,8,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,28.012,"In the first one, Bob was incorrect about one store. In the second one, Bob was correct about the store.",21,31,2,,1,,,,,,,6,10,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,29.01,"In one scenario, Sue's friend was correct and in the other he was wrong about one place selling Italian newspapers.",21,26,2,,,,,,1,,,4,6,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,1,54.338,"In the first story Bob's information was only half correct. In the second story, Bob gave the correct information. However, Sue does not actually know whether either one of them sell Italian newspapers until she goes there and finds out for herself. Until then she just has the belief that those establishments sell newspapers. ",21,23,1,,,,,,1,,,5,4,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,44.645,the first story included that sue incorrectly thought she could buy a newspaper at a specific store,21,31,2,,,,,,1,,,5,4,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,42.567,Bob was partially correct on his knowledge on where to buy an Italian newspaper in scenario 1.  In scenario 2 he was 100% correct.,21,43,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,30.929,"In the first, there were two options and one was wrong. So if she went to the wrong one, she wouldn't know where to get them. However in the second, she was already by the store and would likely go there, and there would be newspapers.",21,23,2,,,,,,1,,,4,9,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,52.744,"In the first story, Sue was given two possible locations to buy an Italian newspaper, only one being correct. In the second story, only one location was given to Sue, but it was correct.",21,25,1,,,,,,1,,,5,4,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,7,44.451,"In the first story she went to the two stores, in the second she just took her friend's word.",22,21,1,,,,1,,,,,4,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,3,35.95,Sue's friend gave her the wrong information about where to buy papers,21,25,,,,,,,1,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,2.673,"In the first story, Sue had both correct information and incorrect information. In the second story, Sue only had correct information.",21,26,2,,,,,,1,,,2,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,37.283,"In one story Bob told her that both places sell the Italian newspaper but one of the stores only did, in the other story Bob told her Newstopia sold the newspaper and they did have the Italian newspaper.",21,27,2,,,,,,1,,,6,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,47.524,"The first story involved NewsTopia and Paperworld, and the friend said the woman could buy a newspaper at both, but he was wrong about Paperworld.  The second story only featured Newstopia.",21,27,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,6,25.269,The first story had Paperworld which sold the paper and Newstopia which didn't. The 2nd just had Newstopia which did sell it.,21,27,1,,,,,,1,,,4,6,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,7,42.513,"In the first story, the reader is explicitly told why one newsstand has the italian newspaper, and in the second one, we are only told about the newsstand that actually has the italian paper.",21,22,1,,,1,,,1,,,4,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,7,26.683,"In the first example, Bob was wrong about both stores selling Italian Newspaper. In the second, he was correct about Newstopia selling Italian Newspaper",21,24,1,,,1,,,,,,6,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,7,62.161,"The first story had two options of stores where Sue could shop for an italian newspaper, her friend Bob told her that she could buy the newspaper at each store but he was wrong about one store.  The second story just gave an option of one store to shop at and bob was correct when telling Sue that she could get an italian newspaper there.",21,24,1,,,,,,1,,,5,7,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,7,26.503,"The difference was whether Bob said Paperworld had an Italian newspaper or not. The first story said Bob did say Paperworld had the paper, but he was wrong. The second story didn't mention it.",21,21,1,,,,,,1,,,4,2,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,125.818,"Sue wanted to buy a paper so she asked her friend where she could get one, the first  story had 2 stores he said she could get one the second story only had one.",21,26,1,,,,,,1,,,4,8,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,6,49.818,The first story involved another store that might possibly sell Italian newspapers.,21,27,2,,,,,,1,,,5,5,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,4,20.879,"The first story had one shop correct and one not.  The second story had only one shop, and her friend was correct.",21,31,1,,,,,,1,,,5,8,FL_50,Mixed Case - Where to|Base Case - Where to
1,2,2,5,38.746,"In this first story, Sue's friend told her of two places where she could get an Italian newspaper, one of which was not actually a place where she could get it. In the second story, he told her of only one store where she could get it.",21,20,1,,,,,,1,,,4,9,FL_50,Mixed Case - Where to|Base Case - Where to
>>>>>>> origin/master
